id,xspanish,complete_status,ppage,ppeduc,ppeducat,ppgender,ppethm,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,ppreg4,pprent,ppstaten,ppwork,Q1,Q2,Q3a,Q3b,Q4,QPID,POLIT200,ABCAGE,weights_pid
30334,English,qualified,59,"Some college, no degree",Some college,Male,"White, Non-Hispanic",2,A one-family house attached to one or more houses,"$25,000 to $29,999",Divorced,Metro area,NorthEast,Rented for cash,Pennsylvania,Not working - retired,Approve,Not so concerned,Yes,By May 1,No,A Republican,"Yes, registered to vote at my current address",50-64,.6528
30335,English,qualified,65,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$175,000 to $199,999",Widowed,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Working - self-employed,Approve,Not concerned at all,Yes,By the end of summer,No,A Republican,"Yes, registered to vote at my current address",65+,.6148
30336,English,qualified,51,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,A one-family house attached to one or more houses,"$75,000 to $84,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Maryland,Working - as a paid employee,Approve,Somewhat concerned,Yes,By June 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.6211
30337,English,qualified,27,Associate degree,Some college,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro area,South,Rented for cash,Oklahoma,Working - as a paid employee,Disapprove,Somewhat concerned,No, ,Yes,A Republican,"No, not registered to vote at my current address",18-29,.8681
30338,English,qualified,33,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Iowa,Working - as a paid employee,Approve,Not concerned at all,Yes,By June 1,No,An Independent,"Yes, registered to vote at my current address",30-49,.7545
30339,Spanish,qualified,46,Bachelor's degree,Bachelors degree or higher,Male,Hispanic,5,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro area,West,Owned or being bought by you or someone in your household,California,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.7623
30340,English,qualified,50,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By June 1,Did not leave home in the past week,A Democrat,"Yes, registered to vote at my current address",50-64,.8124
30341,English,qualified,43,Professional or Doctorate degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A one-family house attached to one or more houses,"$125,000 to $149,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Working - as a paid employee,Disapprove,Very concerned,Yes,By June 1,Yes,A Republican,"Yes, registered to vote at my current address",30-49,.8174
30342,Spanish,qualified,78,Bachelor's degree,Bachelors degree or higher,Female,Hispanic,1,A one-family house detached from any other house,"$40,000 to $49,999",Widowed,Metro area,West,Owned or being bought by you or someone in your household,California,Working - self-employed,Disapprove,Very concerned,Yes,By July 1,Yes,An Independent,"Yes, registered to vote at my current address",65+,.8132
30343,English,qualified,30,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A building with 2 or more apartments,"$175,000 to $199,999",Married,Metro area,NorthEast,Rented for cash,Massachusetts,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By June 1,Yes,An Independent,"Yes, registered to vote at my current address",30-49,1.0238
30344,Spanish,qualified,66,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,Hispanic,2,A building with 2 or more apartments,"$60,000 to $74,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Working - as a paid employee,Disapprove,Very concerned,Yes,By June 1,Yes,An Independent,"Yes, registered to vote at my current address",65+,1.4118
30345,English,qualified,40,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,South,Owned or being bought by you or someone in your household,South Carolina,Not working - other,Approve,Not so concerned,Yes,By June 1,No,An Independent,"Yes, registered to vote at my current address",30-49,.8731
30346,English,qualified,44,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Not working - other,Disapprove,Somewhat concerned,Yes,Skipped,Yes,A Republican,"Yes, registered to vote at my current address",30-49,.9083
30347,English,qualified,61,Bachelor's degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",1,A building with 2 or more apartments,"$75,000 to $84,999",Married,Metro area,West,Rented for cash,California,Working - as a paid employee,Approve,Not so concerned,No, ,Yes,A Republican,"No, not registered to vote at my current address",50-64,.3954
30348,English,qualified,51,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$35,000 to $39,999",Widowed,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Working - as a paid employee,Approve,Somewhat concerned,Yes,By June 1,No,Something else,"Yes, registered to vote at my current address",50-64,1.5134
30349,English,qualified,40,Associate degree,Some college,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$150,000 to $174,999",Never married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Iowa,Not working - looking for work,Disapprove,Not so concerned,Yes,By the end of the year,Yes,An Independent,"Yes, registered to vote at my current address",30-49,1.299
30350,English,qualified,59,"Some college, no degree",Some college,Male,"White, Non-Hispanic",1,A one-family house attached to one or more houses,"$100,000 to $124,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Georgia,Working - as a paid employee,Approve,Somewhat concerned,Yes,By July 1,No,An Independent,"Yes, registered to vote at my current address",50-64,.7302
30351,English,qualified,72,Associate degree,Some college,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,South Dakota,Not working - retired,Approve,Not so concerned,No, ,No,An Independent,"Yes, registered to vote at my current address",65+,.5741
30352,English,qualified,30,10th grade,Less than high school,Female,"Black, Non-Hispanic",6 or more,A one-family house detached from any other house,"$30,000 to $34,999",Living with partner,Metro area,South,Rented for cash,Tennessee,Working - as a paid employee,Approve,Somewhat concerned,Yes,By the end of summer,No,An Independent,"Yes, registered to vote at my current address",30-49,5.7994
30353,English,qualified,78,"Some college, no degree",Some college,Female,"White, Non-Hispanic",3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Iowa,Not working - retired,Disapprove,Somewhat concerned,Yes,By June 1,Yes,An Independent,"Yes, registered to vote at my current address",65+,.4598
30354,English,qualified,61,"Some college, no degree",Some college,Male,"White, Non-Hispanic",1,A one-family house attached to one or more houses,"$40,000 to $49,999",Divorced,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Indiana,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By the end of summer,No,An Independent,"Yes, registered to vote at my current address",50-64,.5741
30355,English,qualified,82,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"Other, Non-Hispanic",4,A one-family house detached from any other house,"$75,000 to $84,999",Divorced,Metro area,West,Owned or being bought by you or someone in your household,California,Not working - retired,Approve,Not so concerned,No, ,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",65+,.7389
30356,English,qualified,49,"Some college, no degree",Some college,Male,"White, Non-Hispanic",5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro area,West,Rented for cash,Arizona,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,An Independent,"No, not registered to vote at my current address",30-49,.6441
30357,English,qualified,76,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Not working - retired,Disapprove,Very concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",65+,.3801
30358,English,qualified,37,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Working - as a paid employee,Disapprove,Very concerned,Yes,By June 1,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.6515
30359,English,qualified,67,"Some college, no degree",Some college,Male,"White, Non-Hispanic",1,A building with 2 or more apartments,"$100,000 to $124,999",Never married,Metro area,West,Owned or being bought by you or someone in your household,California,Working - self-employed,Approve,Not concerned at all,No, ,No,A Republican,"Yes, registered to vote at my current address",65+,.6329
30360,English,qualified,39,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$100,000 to $124,999",Separated,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Working - as a paid employee,Approve,Not concerned at all,Yes,By July 1,No,An Independent,"Yes, registered to vote at my current address",30-49,.9463
